Sample in Buffer,Sample in Window,TRIGGER,design_1_i/xlslice_bit0_Dout,design_1_i/xlslice_bit1_Dout,design_1_i/hier_0_test,design_1_i/hier_0_dout_mem,design_1_i/hier_0_dout_fifo,design_1_i/New_cdr_A_dout10b[9:0],design_1_i/dv_1[1:0],design_1_i/d_in_1[1:0],design_1_i/hier_0_address[13:0],design_1_i/address_counter_0_address[13:0],design_1_i/h_bert_Q[31:0]
23001,23001,0,0,0,0,1,0,1001010100,2,1,0000,16d6,0
23002,23002,0,0,0,0,1,0,1001010100,1,1,0000,16d7,0
23003,23003,0,0,0,0,1,0,1001010100,2,1,0000,16d8,0
23004,23004,0,0,0,0,1,0,1001010100,1,1,0000,16d9,0
23005,23005,0,0,0,0,1,0,1001010100,2,1,0000,16da,0
23006,23006,0,0,0,0,1,0,1001010100,1,1,0000,16db,0
23007,23007,0,0,0,0,1,0,1001010100,0,1,0000,16dc,0
23008,23008,0,0,0,0,1,0,1011010110,2,1,0000,16dd,0
23009,23009,0,0,0,0,1,0,1011010110,3,1,0000,16de,0
23010,23010,0,0,0,0,1,0,1011010110,0,0,0000,16df,0
23011,23011,0,0,0,0,1,0,1011010110,2,1,0000,16e0,0
23012,23012,0,0,0,0,1,0,1011010110,3,1,0000,16e1,0
23013,23013,0,0,0,0,1,0,1011010110,1,1,0000,16e2,0
23014,23014,0,0,0,0,1,0,1011010110,2,1,0000,16e3,0
23015,23015,0,0,0,0,1,0,1011010110,1,1,0000,16e4,0
23016,23016,0,0,0,0,1,0,1011010110,2,1,0000,16e5,0
23017,23017,0,0,0,0,1,0,1011010110,3,1,0000,16e6,0
23018,23018,0,0,0,0,1,0,1001010100,1,1,0000,16e7,0
23019,23019,0,0,0,0,1,0,1001010100,2,1,0000,16e8,0
23020,23020,0,0,0,0,1,0,1001010100,1,3,0000,16e9,0
23021,23021,0,0,0,0,1,0,1001010100,2,1,0000,16ea,0
23022,23022,0,0,0,0,1,0,1001010100,1,1,0000,16eb,0
23023,23023,0,0,0,0,1,0,1001010100,2,1,0000,16ec,0
23024,23024,0,0,0,0,1,0,1001010100,1,1,0000,16ed,0
23025,23025,0,0,0,0,1,0,1001010100,2,1,0000,16ee,0
23026,23026,0,0,0,0,1,0,1001010100,1,1,0000,16ef,0
23027,23027,0,0,0,0,1,0,1001010100,0,1,0000,16f0,0
23028,23028,0,0,0,0,1,0,1111010100,2,1,0000,16f1,0
23029,23029,0,0,0,0,1,0,1111010100,3,1,0000,16f2,0
23030,23030,0,0,0,0,1,0,1111010100,0,0,0000,16f3,0
23031,23031,0,0,0,0,1,0,1111010100,0,1,0000,16f4,0
23032,23032,0,0,0,0,1,0,1111010100,2,1,0000,16f5,0
23033,23033,0,0,0,0,1,0,1111010100,1,1,0000,16f6,0
23034,23034,0,0,0,0,1,0,1111010100,2,1,0000,16f7,0
23035,23035,0,0,0,0,1,0,1111010100,1,1,0000,16f8,0
23036,23036,0,0,0,0,1,0,1111010100,2,1,0000,16f9,0
23037,23037,0,0,0,0,1,0,1111010100,3,1,0000,16fa,0
23038,23038,0,0,0,0,1,0,1111010011,3,1,0000,16fb,0
23039,23039,0,0,0,0,1,0,1111010011,3,1,0000,16fc,0
23040,23040,0,0,0,0,1,0,1111010011,3,3,0000,16fd,0
23041,23041,0,0,0,0,1,0,1111010011,1,1,0000,16fe,0
23042,23042,0,0,0,0,1,0,1111010011,0,1,0000,16ff,0
23043,23043,0,0,0,0,1,0,1111010011,2,1,0000,1700,0
23044,23044,0,0,0,0,1,0,1111010011,1,1,0000,1701,0
23045,23045,0,0,0,0,1,0,1111010011,2,1,0000,1702,0
23046,23046,0,0,0,0,1,0,1111010011,3,1,0000,1703,0
23047,23047,0,0,0,0,1,0,1111010011,3,1,0000,1704,0
23048,23048,0,0,0,0,1,0,1101111011,3,1,0000,1705,0
23049,23049,0,0,0,0,1,0,1101111011,3,1,0000,1706,0
23050,23050,0,0,0,0,1,0,1101111011,0,0,0000,1707,0
23051,23051,0,0,0,0,1,0,1101111011,3,1,0000,1708,0
23052,23052,0,0,0,0,1,0,1101111011,1,1,0000,1709,0
23053,23053,0,0,0,0,1,0,1101111011,2,1,0000,170a,0
23054,23054,0,0,0,0,1,0,1101111011,3,1,0000,170b,0
23055,23055,0,0,0,0,1,0,1101111011,3,1,0000,170c,0
23056,23056,0,0,0,0,1,0,1101111011,3,1,0000,170d,0
23057,23057,0,0,0,0,1,0,1101111011,1,1,0000,170e,0
23058,23058,0,0,0,0,1,0,1001111011,2,1,0000,170f,0
23059,23059,0,0,0,0,1,0,1001111011,3,1,0000,1710,0
23060,23060,0,0,0,0,1,0,1001111011,3,3,0000,1711,0
23061,23061,0,0,0,0,1,0,1001111011,1,1,0000,1712,0
23062,23062,0,0,0,0,1,0,1001111011,2,1,0000,1713,0
23063,23063,0,0,0,0,1,0,1001111011,3,1,0000,1714,0
23064,23064,0,0,0,0,1,0,1001111011,3,1,0000,1715,0
23065,23065,0,0,0,0,1,0,1001111011,3,1,0000,1716,0
23066,23066,0,0,0,0,1,0,1001111011,1,1,0000,1717,0
23067,23067,0,0,0,0,1,0,1001111011,0,1,0000,1718,0
23068,23068,0,0,0,0,1,0,1110010110,2,1,0000,1719,0
23069,23069,0,0,0,0,1,0,1110010110,3,1,0000,171a,0
23070,23070,0,0,0,0,1,0,1110010110,0,0,0000,171b,0
23071,23071,0,0,0,0,1,0,1110010110,2,1,0000,171c,0
23072,23072,0,0,0,0,1,0,1110010110,3,1,0000,171d,0
23073,23073,0,0,0,0,1,0,1110010110,1,1,0000,171e,0
23074,23074,0,0,0,0,1,0,1110010110,2,1,0000,171f,0
23075,23075,0,0,0,0,1,0,1110010110,1,1,0000,1720,0
23076,23076,0,0,0,0,1,0,1110010110,0,1,0000,1721,0
23077,23077,0,0,0,0,1,0,1110010110,2,1,0000,1722,0
23078,23078,0,0,0,0,1,0,1101111011,3,1,0000,1723,0
23079,23079,0,0,0,0,1,0,1101111011,3,1,0000,1724,0
23080,23080,0,0,0,0,1,0,1101111011,3,3,0000,1725,0
23081,23081,0,0,0,0,1,0,1101111011,1,1,0000,1726,0
23082,23082,0,0,0,0,1,0,1101111011,2,1,0000,1727,0
23083,23083,0,0,0,0,1,0,1101111011,3,1,0000,1728,0
23084,23084,0,0,0,0,1,0,1101111011,3,1,0000,1729,0
23085,23085,0,0,0,0,1,0,1101111011,3,1,0000,172a,0
23086,23086,0,0,0,0,1,0,1101111011,1,1,0000,172b,0
23087,23087,0,0,0,0,1,0,1101111011,2,1,0000,172c,0
23088,23088,0,0,0,0,1,0,1001111011,3,1,0000,172d,0
23089,23089,0,0,0,0,1,0,1001111011,3,1,0000,172e,0
23090,23090,0,0,0,0,1,0,1001111011,0,0,0000,172f,0
23091,23091,0,0,0,0,1,0,1001111011,3,1,0000,1730,0
23092,23092,0,0,0,0,1,0,1001111011,1,1,0000,1731,0
23093,23093,0,0,0,0,1,0,1001111011,2,1,0000,1732,0
23094,23094,0,0,0,0,1,0,1001111011,3,1,0000,1733,0
23095,23095,0,0,0,0,1,0,1001111011,3,1,0000,1734,0
23096,23096,0,0,0,0,1,0,1001111011,3,1,0000,1735,0
23097,23097,0,0,0,0,1,0,1001111011,1,1,0000,1736,0
23098,23098,0,0,0,0,1,0,1001010010,0,1,0000,1737,0
23099,23099,0,0,0,0,1,0,1001010010,2,1,0000,1738,0
23100,23100,0,0,0,0,1,0,1001010010,1,3,0000,1739,0
23101,23101,0,0,0,0,1,0,1001010010,1,1,0000,173a,0
23102,23102,0,0,0,0,1,0,1001010010,0,1,0000,173b,0
23103,23103,0,0,0,0,1,0,1001010010,2,1,0000,173c,0
23104,23104,0,0,0,0,1,0,1001010010,1,1,0000,173d,0
23105,23105,0,0,0,0,1,0,1001010010,2,1,0000,173e,0
23106,23106,0,0,0,0,1,0,1001010010,1,1,0000,173f,0
23107,23107,0,0,0,0,1,0,1001010010,0,1,0000,1740,0
23108,23108,0,0,0,0,1,0,1011010110,2,1,0000,1741,0
23109,23109,0,0,0,0,1,0,1011010110,3,1,0000,1742,0
23110,23110,0,0,0,0,1,0,1011010110,0,0,0000,1743,0
23111,23111,0,0,0,0,1,0,1011010110,2,1,0000,1744,0
23112,23112,0,0,0,0,1,0,1011010110,3,1,0000,1745,0
23113,23113,0,0,0,0,1,0,1011010110,1,1,0000,1746,0
23114,23114,0,0,0,0,1,0,1011010110,2,1,0000,1747,0
23115,23115,0,0,0,0,1,0,1011010110,1,1,0000,1748,0
23116,23116,0,0,0,0,1,0,1011010110,2,1,0000,1749,0
23117,23117,0,0,0,0,1,0,1011010110,3,1,0000,174a,0
23118,23118,0,0,0,0,1,0,1011010110,1,1,0000,174b,0
23119,23119,0,0,0,0,1,0,1011010110,2,1,0000,174c,0
23120,23120,0,0,0,0,1,0,1011010110,1,3,0000,174d,0
23121,23121,0,0,0,0,1,0,1011010110,3,1,0000,174e,0
23122,23122,0,0,0,0,1,0,1011010110,1,1,0000,174f,0
23123,23123,0,0,0,0,1,0,1011010110,2,1,0000,1750,0
23124,23124,0,0,0,0,1,0,1011010110,1,1,0000,1751,0
23125,23125,0,0,0,0,1,0,1011010110,2,1,0000,1752,0
23126,23126,0,0,0,0,1,0,1011010110,3,1,0000,1753,0
23127,23127,0,0,0,0,1,0,1011010110,1,1,0000,1754,0
23128,23128,0,0,0,0,1,0,1011010110,2,1,0000,1755,0
23129,23129,0,0,0,0,1,0,1011010110,3,1,0000,1756,0
23130,23130,0,0,0,0,1,0,1011010110,0,0,0000,1757,0
23131,23131,0,0,0,0,1,0,1011010110,2,1,0000,1758,0
23132,23132,0,0,0,0,1,0,1011010110,3,1,0000,1759,0
23133,23133,0,0,0,0,1,0,1011010110,1,1,0000,175a,0
23134,23134,0,0,0,0,1,0,1011010110,2,1,0000,175b,0
23135,23135,0,0,0,0,1,0,1011010110,1,1,0000,175c,0
23136,23136,0,0,0,0,1,0,1011010110,2,1,0000,175d,0
23137,23137,0,0,0,0,1,0,1011010110,3,1,0000,175e,0
23138,23138,0,0,0,0,1,0,1011010110,1,1,0000,175f,0
23139,23139,0,0,0,0,1,0,1011010110,2,1,0000,1760,0
23140,23140,0,0,0,0,1,0,1011010110,1,3,0000,1761,0
23141,23141,0,0,0,0,1,0,1011010110,3,1,0000,1762,0
23142,23142,0,0,0,0,1,0,1011010110,1,1,0000,1763,0
23143,23143,0,0,0,0,1,0,1011010110,2,1,0000,1764,0
23144,23144,0,0,0,0,1,0,1011010110,1,1,0000,1765,0
23145,23145,0,0,0,0,1,0,1011010110,2,1,0000,1766,0
23146,23146,0,0,0,0,1,0,1011010110,3,1,0000,1767,0
23147,23147,0,0,0,0,1,0,1011010110,1,1,0000,1768,0
23148,23148,0,0,0,0,1,0,1011010110,2,1,0000,1769,0
23149,23149,0,0,0,0,1,0,1011010110,3,1,0000,176a,0
23150,23150,0,0,0,0,1,0,1011010110,0,0,0000,176b,0
23151,23151,0,0,0,0,1,0,1011010110,2,1,0000,176c,0
23152,23152,0,0,0,0,1,0,1011010110,3,1,0000,176d,0
23153,23153,0,0,0,0,1,0,1011010110,1,1,0000,176e,0
23154,23154,0,0,0,0,1,0,1011010110,2,1,0000,176f,0
23155,23155,0,0,0,0,1,0,1011010110,1,1,0000,1770,0
23156,23156,0,0,0,0,1,0,1011010110,2,1,0000,1771,0
23157,23157,0,0,0,0,1,0,1011010110,3,1,0000,1772,0
23158,23158,0,0,0,0,1,0,1011010110,1,1,0000,1773,0
23159,23159,0,0,0,0,1,0,1011010110,2,1,0000,1774,0
23160,23160,0,0,0,0,1,0,1011010110,1,3,0000,1775,0
23161,23161,0,0,0,0,1,0,1011010110,3,1,0000,1776,0
23162,23162,0,0,0,0,1,0,1011010110,1,1,0000,1777,0
23163,23163,0,0,0,0,1,0,1011010110,2,1,0000,1778,0
23164,23164,0,0,0,0,1,0,1011010110,1,1,0000,1779,0
23165,23165,0,0,0,0,1,0,1011010110,2,1,0000,177a,0
23166,23166,0,0,0,0,1,0,1011010110,3,1,0000,177b,0
23167,23167,0,0,0,0,1,0,1011010110,1,1,0000,177c,0
23168,23168,0,0,0,0,1,0,1011010110,2,1,0000,177d,0
23169,23169,0,0,0,0,1,0,1011010110,3,1,0000,177e,0
23170,23170,0,0,0,0,1,0,1011010110,0,0,0000,177f,0
23171,23171,0,0,0,0,1,0,1011010110,2,1,0000,1780,0
23172,23172,0,0,0,0,1,0,1011010110,3,1,0000,1781,0
23173,23173,0,0,0,0,1,0,1011010110,1,1,0000,1782,0
23174,23174,0,0,0,0,1,0,1011010110,2,1,0000,1783,0
23175,23175,0,0,0,0,1,0,1011010110,1,1,0000,1784,0
23176,23176,0,0,0,0,1,0,1011010110,2,1,0000,1785,0
23177,23177,0,0,0,0,1,0,1011010110,3,1,0000,1786,0
23178,23178,0,0,0,0,1,0,1011010110,1,1,0000,1787,0
23179,23179,0,0,0,0,1,0,1011010110,2,1,0000,1788,0
23180,23180,0,0,0,0,1,0,1011010110,1,3,0000,1789,0
23181,23181,0,0,0,0,1,0,1011010110,3,1,0000,178a,0
23182,23182,0,0,0,0,1,0,1011010110,1,1,0000,178b,0
23183,23183,0,0,0,0,1,0,1011010110,2,1,0000,178c,0
23184,23184,0,0,0,0,1,0,1011010110,1,1,0000,178d,0
23185,23185,0,0,0,0,1,0,1011010110,2,1,0000,178e,0
23186,23186,0,0,0,0,1,0,1011010110,3,1,0000,178f,0
23187,23187,0,0,0,0,1,0,1011010110,1,1,0000,1790,0
23188,23188,0,0,0,0,1,0,1011010110,2,1,0000,1791,0
23189,23189,0,0,0,0,1,0,1011010110,3,1,0000,1792,0
23190,23190,0,0,0,0,1,0,1011010110,0,0,0000,1793,0
23191,23191,0,0,0,0,1,0,1011010110,2,1,0000,1794,0
23192,23192,0,0,0,0,1,0,1011010110,3,1,0000,1795,0
23193,23193,0,0,0,0,1,0,1011010110,1,1,0000,1796,0
23194,23194,0,0,0,0,1,0,1011010110,2,1,0000,1797,0
23195,23195,0,0,0,0,1,0,1011010110,1,1,0000,1798,0
23196,23196,0,0,0,0,1,0,1011010110,2,1,0000,1799,0
23197,23197,0,0,0,0,1,0,1011010110,3,1,0000,179a,0
23198,23198,0,0,0,0,1,0,1011010110,1,1,0000,179b,0
23199,23199,0,0,0,0,1,0,1011010110,2,1,0000,179c,0
23200,23200,0,0,0,0,1,0,1011010110,1,3,0000,179d,0
23201,23201,0,0,0,0,1,0,1011010110,3,1,0000,179e,0
23202,23202,0,0,0,0,1,0,1011010110,1,1,0000,179f,0
23203,23203,0,0,0,0,1,0,1011010110,2,1,0000,17a0,0
23204,23204,0,0,0,0,1,0,1011010110,1,1,0000,17a1,0
23205,23205,0,0,0,0,1,0,1011010110,2,1,0000,17a2,0
23206,23206,0,0,0,0,1,0,1011010110,3,1,0000,17a3,0
23207,23207,0,0,0,0,1,0,1011010110,1,1,0000,17a4,0
23208,23208,0,0,0,0,1,0,1011010110,2,1,0000,17a5,0
23209,23209,0,0,0,0,1,0,1011010110,3,1,0000,17a6,0
23210,23210,0,0,0,0,1,0,1011010110,0,0,0000,17a7,0
23211,23211,0,0,0,0,1,0,1011010110,2,1,0000,17a8,0
23212,23212,0,0,0,0,1,0,1011010110,3,1,0000,17a9,0
23213,23213,0,0,0,0,1,0,1011010110,1,1,0000,17aa,0
23214,23214,0,0,0,0,1,0,1011010110,2,1,0000,17ab,0
23215,23215,0,0,0,0,1,0,1011010110,1,1,0000,17ac,0
23216,23216,0,0,0,0,1,0,1011010110,2,1,0000,17ad,0
23217,23217,0,0,0,0,1,0,1011010110,3,1,0000,17ae,0
23218,23218,0,0,0,0,1,0,1011010110,1,1,0000,17af,0
23219,23219,0,0,0,0,1,0,1011010110,2,1,0000,17b0,0
23220,23220,0,0,0,0,1,0,1011010110,1,3,0000,17b1,0
23221,23221,0,0,0,0,1,0,1011010110,3,1,0000,17b2,0
23222,23222,0,0,0,0,1,0,1011010110,1,1,0000,17b3,0
23223,23223,0,0,0,0,1,0,1011010110,2,1,0000,17b4,0
23224,23224,0,0,0,0,1,0,1011010110,1,1,0000,17b5,0
23225,23225,0,0,0,0,1,0,1011010110,2,1,0000,17b6,0
23226,23226,0,0,0,0,1,0,1011010110,3,1,0000,17b7,0
23227,23227,0,0,0,0,1,0,1011010110,1,1,0000,17b8,0
23228,23228,0,0,0,0,1,0,1011010110,2,1,0000,17b9,0
23229,23229,0,0,0,0,1,0,1011010110,3,1,0000,17ba,0
23230,23230,0,0,0,0,1,0,1011010110,0,0,0000,17bb,0
23231,23231,0,0,0,0,1,0,1011010110,2,1,0000,17bc,0
23232,23232,0,0,0,0,1,0,1011010110,3,1,0000,17bd,0
23233,23233,0,0,0,0,1,0,1011010110,1,1,0000,17be,0
23234,23234,0,0,0,0,1,0,1011010110,2,1,0000,17bf,0
23235,23235,0,0,0,0,1,0,1011010110,1,1,0000,17c0,0
23236,23236,0,0,0,0,1,0,1011010110,2,1,0000,17c1,0
23237,23237,0,0,0,0,1,0,1011010110,3,1,0000,17c2,0
23238,23238,0,0,0,0,1,0,1011010110,1,1,0000,17c3,0
23239,23239,0,0,0,0,1,0,1011010110,2,1,0000,17c4,0
23240,23240,0,0,0,0,1,0,1011010110,1,3,0000,17c5,0
23241,23241,0,0,0,0,1,0,1011010110,3,1,0000,17c6,0
23242,23242,0,0,0,0,1,0,1011010110,1,1,0000,17c7,0
23243,23243,0,0,0,0,1,0,1011010110,2,1,0000,17c8,0
23244,23244,0,0,0,0,1,0,1011010110,1,1,0000,17c9,0
23245,23245,0,0,0,0,1,0,1011010110,2,1,0000,17ca,0
23246,23246,0,0,0,0,1,0,1011010110,3,1,0000,17cb,0
23247,23247,0,0,0,0,1,0,1011010110,1,1,0000,17cc,0
23248,23248,0,0,0,0,1,0,1011010110,2,1,0000,17cd,0
23249,23249,0,0,0,0,1,0,1011010110,3,1,0000,17ce,0
23250,23250,0,0,0,0,1,0,1011010110,0,0,0000,17cf,0
23251,23251,0,0,0,0,1,0,1011010110,2,1,0000,17d0,0
23252,23252,0,0,0,0,1,0,1011010110,3,1,0000,17d1,0
23253,23253,0,0,0,0,1,0,1011010110,1,1,0000,17d2,0
23254,23254,0,0,0,0,1,0,1011010110,2,1,0000,17d3,0
23255,23255,0,0,0,0,1,0,1011010110,1,1,0000,17d4,0
23256,23256,0,0,0,0,1,0,1011010110,2,1,0000,17d5,0
23257,23257,0,0,0,0,1,0,1011010110,3,1,0000,17d6,0
23258,23258,0,0,0,0,1,0,1011010110,1,1,0000,17d7,0
23259,23259,0,0,0,0,1,0,1011010110,2,1,0000,17d8,0
23260,23260,0,0,0,0,1,0,1011010110,1,3,0000,17d9,0
23261,23261,0,0,0,0,1,0,1011010110,3,1,0000,17da,0
23262,23262,0,0,0,0,1,0,1011010110,1,1,0000,17db,0
23263,23263,0,0,0,0,1,0,1011010110,2,1,0000,17dc,0
23264,23264,0,0,0,0,1,0,1011010110,1,1,0000,17dd,0
23265,23265,0,0,0,0,1,0,1011010110,2,1,0000,17de,0
23266,23266,0,0,0,0,1,0,1011010110,3,1,0000,17df,0
23267,23267,0,0,0,0,1,0,1011010110,1,1,0000,17e0,0
23268,23268,0,0,0,0,1,0,1011010110,2,1,0000,17e1,0
23269,23269,0,0,0,0,1,0,1011010110,3,1,0000,17e2,0
23270,23270,0,0,0,0,1,0,1011010110,0,0,0000,17e3,0
23271,23271,0,0,0,0,1,0,1011010110,2,1,0000,17e4,0
23272,23272,0,0,0,0,1,0,1011010110,3,1,0000,17e5,0
23273,23273,0,0,0,0,1,0,1011010110,1,1,0000,17e6,0
23274,23274,0,0,0,0,1,0,1011010110,2,1,0000,17e7,0
23275,23275,0,0,0,0,1,0,1011010110,1,1,0000,17e8,0
23276,23276,0,0,0,0,1,0,1011010110,2,1,0000,17e9,0
23277,23277,0,0,0,0,1,0,1011010110,3,1,0000,17ea,0
23278,23278,0,0,0,0,1,0,1011010110,1,1,0000,17eb,0
23279,23279,0,0,0,0,1,0,1011010110,2,1,0000,17ec,0
23280,23280,0,0,0,0,1,0,1011010110,1,3,0000,17ed,0
23281,23281,0,0,0,0,1,0,1011010110,3,1,0000,17ee,0
23282,23282,0,0,0,0,1,0,1011010110,1,1,0000,17ef,0
23283,23283,0,0,0,0,1,0,1011010110,2,1,0000,17f0,0
23284,23284,0,0,0,0,1,0,1011010110,1,1,0000,17f1,0
23285,23285,0,0,0,0,1,0,1011010110,2,1,0000,17f2,0
23286,23286,0,0,0,0,1,0,1011010110,3,1,0000,17f3,0
23287,23287,0,0,0,0,1,0,1011010110,1,1,0000,17f4,0
23288,23288,0,0,0,0,1,0,1011010110,2,1,0000,17f5,0
23289,23289,0,0,0,0,1,0,1011010110,3,1,0000,17f6,0
23290,23290,0,0,0,0,1,0,1011010110,0,0,0000,17f7,0
23291,23291,0,0,0,0,1,0,1011010110,2,1,0000,17f8,0
23292,23292,0,0,0,0,1,0,1011010110,3,1,0000,17f9,0
23293,23293,0,0,0,0,1,0,1011010110,1,1,0000,17fa,0
23294,23294,0,0,0,0,1,0,1011010110,2,1,0000,17fb,0
23295,23295,0,0,0,0,1,0,1011010110,1,1,0000,17fc,0
23296,23296,0,0,0,0,1,0,1011010110,2,1,0000,17fd,0
23297,23297,0,0,0,0,1,0,1011010110,3,1,0000,17fe,0
23298,23298,0,0,0,0,1,0,1011010110,1,1,0000,17ff,0
23299,23299,0,0,0,0,1,0,1011010110,2,1,0000,1800,0
23300,23300,0,0,0,0,1,0,1011010110,1,3,0000,1801,0
23301,23301,0,0,0,0,1,0,1011010110,3,1,0000,1802,0
23302,23302,0,0,0,0,1,0,1011010110,1,1,0000,1803,0
23303,23303,0,0,0,0,1,0,1011010110,2,1,0000,1804,0
23304,23304,0,0,0,0,1,0,1011010110,1,1,0000,1805,0
23305,23305,0,0,0,0,1,0,1011010110,2,1,0000,1806,0
23306,23306,0,0,0,0,1,0,1011010110,3,1,0000,1807,0
23307,23307,0,0,0,0,1,0,1011010110,1,1,0000,1808,0
23308,23308,0,0,0,0,1,0,1011010110,2,1,0000,1809,0
23309,23309,0,0,0,0,1,0,1011010110,3,1,0000,180a,0
23310,23310,0,0,0,0,1,0,1011010110,0,0,0000,180b,0
23311,23311,0,0,0,0,1,0,1011010110,2,1,0000,180c,0
23312,23312,0,0,0,0,1,0,1011010110,3,1,0000,180d,0
23313,23313,0,0,0,0,1,0,1011010110,1,1,0000,180e,0
23314,23314,0,0,0,0,1,0,1011010110,2,1,0000,180f,0
23315,23315,0,0,0,0,1,0,1011010110,1,1,0000,1810,0
23316,23316,0,0,0,0,1,0,1011010110,2,1,0000,1811,0
23317,23317,0,0,0,0,1,0,1011010110,3,1,0000,1812,0
23318,23318,0,0,0,0,1,0,1011010110,1,1,0000,1813,0
23319,23319,0,0,0,0,1,0,1011010110,2,1,0000,1814,0
23320,23320,0,0,0,0,1,0,1011010110,1,3,0000,1815,0
23321,23321,0,0,0,0,1,0,1011010110,3,1,0000,1816,0
23322,23322,0,0,0,0,1,0,1011010110,1,1,0000,1817,0
23323,23323,0,0,0,0,1,0,1011010110,2,1,0000,1818,0
23324,23324,0,0,0,0,1,0,1011010110,1,1,0000,1819,0
23325,23325,0,0,0,0,1,0,1011010110,2,1,0000,181a,0
23326,23326,0,0,0,0,1,0,1011010110,3,1,0000,181b,0
23327,23327,0,0,0,0,1,0,1011010110,1,1,0000,181c,0
23328,23328,0,0,0,0,1,0,1011010110,2,1,0000,181d,0
23329,23329,0,0,0,0,1,0,1011010110,3,1,0000,181e,0
23330,23330,0,0,0,0,1,0,1011010110,0,0,0000,181f,0
23331,23331,0,0,0,0,1,0,1011010110,2,1,0000,1820,0
23332,23332,0,0,0,0,1,0,1011010110,3,1,0000,1821,0
23333,23333,0,0,0,0,1,0,1011010110,1,1,0000,1822,0
23334,23334,0,0,0,0,1,0,1011010110,2,1,0000,1823,0
23335,23335,0,0,0,0,1,0,1011010110,1,1,0000,1824,0
23336,23336,0,0,0,0,1,0,1011010110,2,1,0000,1825,0
23337,23337,0,0,0,0,1,0,1011010110,3,1,0000,1826,0
23338,23338,0,0,0,0,1,0,1011010110,1,1,0000,1827,0
23339,23339,0,0,0,0,1,0,1011010110,2,1,0000,1828,0
23340,23340,0,0,0,0,1,0,1011010110,1,3,0000,1829,0
23341,23341,0,0,0,0,1,0,1011010110,3,1,0000,182a,0
23342,23342,0,0,0,0,1,0,1011010110,1,1,0000,182b,0
23343,23343,0,0,0,0,1,0,1011010110,2,1,0000,182c,0
23344,23344,0,0,0,0,1,0,1011010110,1,1,0000,182d,0
23345,23345,0,0,0,0,1,0,1011010110,2,1,0000,182e,0
23346,23346,0,0,0,0,1,0,1011010110,3,1,0000,182f,0
23347,23347,0,0,0,0,1,0,1011010110,1,1,0000,1830,0
23348,23348,0,0,0,0,1,0,1011010110,2,1,0000,1831,0
23349,23349,0,0,0,0,1,0,1011010110,3,1,0000,1832,0
23350,23350,0,0,0,0,1,0,1011010110,0,0,0000,1833,0
23351,23351,0,0,0,0,1,0,1011010110,2,1,0000,1834,0
23352,23352,0,0,0,0,1,0,1011010110,3,1,0000,1835,0
23353,23353,0,0,0,0,1,0,1011010110,1,1,0000,1836,0
23354,23354,0,0,0,0,1,0,1011010110,2,1,0000,1837,0
23355,23355,0,0,0,0,1,0,1011010110,1,1,0000,1838,0
23356,23356,0,0,0,0,1,0,1011010110,2,1,0000,1839,0
23357,23357,0,0,0,0,1,0,1011010110,3,1,0000,183a,0
23358,23358,0,0,0,0,1,0,1011010110,1,1,0000,183b,0
23359,23359,0,0,0,0,1,0,1011010110,2,1,0000,183c,0
23360,23360,0,0,0,0,1,0,1011010110,1,3,0000,183d,0
23361,23361,0,0,0,0,1,0,1011010110,3,1,0000,183e,0
23362,23362,0,0,0,0,1,0,1011010110,1,1,0000,183f,0
23363,23363,0,0,0,0,1,0,1011010110,2,1,0000,1840,0
23364,23364,0,0,0,0,1,0,1011010110,1,1,0000,1841,0
23365,23365,0,0,0,0,1,0,1011010110,2,1,0000,1842,0
23366,23366,0,0,0,0,1,0,1011010110,3,1,0000,1843,0
23367,23367,0,0,0,0,1,0,1011010110,1,1,0000,1844,0
23368,23368,0,0,0,0,1,0,1011010110,2,1,0000,1845,0
23369,23369,0,0,0,0,1,0,1011010110,3,1,0000,1846,0
23370,23370,0,0,0,0,1,0,1011010110,0,0,0000,1847,0
23371,23371,0,0,0,0,1,0,1011010110,2,1,0000,1848,0
23372,23372,0,0,0,0,1,0,1011010110,3,1,0000,1849,0
23373,23373,0,0,0,0,1,0,1011010110,1,1,0000,184a,0
23374,23374,0,0,0,0,1,0,1011010110,2,1,0000,184b,0
23375,23375,0,0,0,0,1,0,1011010110,1,1,0000,184c,0
23376,23376,0,0,0,0,1,0,1011010110,2,1,0000,184d,0
23377,23377,0,0,0,0,1,0,1011010110,3,1,0000,184e,0
23378,23378,0,0,0,0,1,0,1011010110,1,1,0000,184f,0
23379,23379,0,0,0,0,1,0,1011010110,2,1,0000,1850,0
23380,23380,0,0,0,0,1,0,1011010110,1,3,0000,1851,0
23381,23381,0,0,0,0,1,0,1011010110,3,1,0000,1852,0
23382,23382,0,0,0,0,1,0,1011010110,1,1,0000,1853,0
23383,23383,0,0,0,0,1,0,1011010110,2,1,0000,1854,0
23384,23384,0,0,0,0,1,0,1011010110,1,1,0000,1855,0
23385,23385,0,0,0,0,1,0,1011010110,2,1,0000,1856,0
23386,23386,0,0,0,0,1,0,1011010110,3,1,0000,1857,0
23387,23387,0,0,0,0,1,0,1011010110,1,1,0000,1858,0
23388,23388,0,0,0,0,1,0,1011010110,2,1,0000,1859,0
23389,23389,0,0,0,0,1,0,1011010110,3,1,0000,185a,0
23390,23390,0,0,0,0,1,0,1011010110,0,0,0000,185b,0
