Sample in Buffer,Sample in Window,TRIGGER,design_1_i/xlslice_bit0_Dout,design_1_i/xlslice_bit1_Dout,design_1_i/hier_0_test,design_1_i/hier_0_dout_mem,design_1_i/hier_0_dout_fifo,design_1_i/New_cdr_A_dout10b[9:0],design_1_i/dv_1[1:0],design_1_i/d_in_1[1:0],design_1_i/hier_0_address[13:0],design_1_i/address_counter_0_address[13:0],design_1_i/h_bert_Q[31:0]
0,0,0,0,0,1,1,0,1111111111,3,3,3081,0000,8349
1,1,0,0,0,1,0,0,1111111111,3,1,3082,0000,8350
2,2,0,0,0,1,0,1,1111111111,3,1,3083,0000,8351
3,3,0,0,0,1,1,0,1111111111,3,1,3084,0000,8351
4,4,0,0,0,1,0,1,1111111111,3,1,3085,0000,8352
5,5,0,0,0,1,1,1,1111111111,3,1,3086,0000,8353
6,6,0,0,0,1,1,1,1111111111,3,1,3087,0000,8354
7,7,0,0,0,1,1,1,1111111111,3,1,3088,0000,8354
8,8,0,0,0,1,1,0,1111111111,3,1,3089,0000,8354
9,9,0,0,0,1,0,1,1111111111,3,1,308a,0000,8354
10,10,0,0,0,1,1,0,1111111111,0,0,308b,0000,8355
11,11,0,0,0,1,0,1,1111111111,3,1,308c,0000,8356
12,12,0,0,0,1,1,0,1111111111,3,1,308d,0000,8357
13,13,0,0,0,1,0,0,1111111111,3,1,308e,0000,8358
14,14,0,0,0,1,0,0,1111111111,3,1,308f,0000,8359
15,15,0,0,0,1,0,1,1111111111,3,1,3090,0000,8359
16,16,0,0,0,1,1,0,1111111111,3,1,3091,0000,8359
17,17,0,0,0,1,0,1,1111111111,3,1,3092,0000,8360
18,18,0,0,0,1,1,1,1111111111,3,1,3093,0000,8361
19,19,0,0,0,1,1,1,1111111111,3,1,3094,0000,8362
20,20,0,0,0,1,1,0,1111111111,3,3,3095,0000,8362
21,21,0,0,0,1,0,0,1111111111,3,1,3096,0000,8362
22,22,0,0,0,1,0,1,1111111111,3,1,3097,0000,8363
23,23,0,0,0,1,1,0,1111111111,3,1,3098,0000,8363
24,24,0,0,0,1,0,1,1111111111,3,1,3099,0000,8364
25,25,0,0,0,1,1,1,1111111111,3,1,309a,0000,8365
26,26,0,0,0,1,1,1,1111111111,3,1,309b,0000,8366
27,27,0,0,0,1,1,0,1111111111,3,1,309c,0000,8366
28,28,0,0,0,1,0,1,1111111111,3,1,309d,0000,8366
29,29,0,0,0,1,1,0,1111111111,3,1,309e,0000,8367
30,30,0,0,0,1,0,1,1111111111,0,0,309f,0000,8368
31,31,0,0,0,1,1,1,1111111111,3,1,30a0,0000,8369
32,32,0,0,0,1,1,1,1111111111,3,1,30a1,0000,8370
33,33,0,0,0,1,1,1,1111111111,3,1,30a2,0000,8370
34,34,0,0,0,1,1,0,1111111111,3,1,30a3,0000,8370
35,35,0,0,0,1,0,1,1111111111,3,1,30a4,0000,8370
36,36,0,0,0,1,1,0,1111111111,3,1,30a5,0000,8371
37,37,0,0,0,1,0,1,1111111111,3,1,30a6,0000,8372
38,38,0,0,0,1,1,0,1111111111,3,1,30a7,0000,8373
39,39,0,0,0,1,0,1,1111111111,3,1,30a8,0000,8374
40,40,0,0,0,1,1,1,1111111111,3,3,30a9,0000,8375
41,41,0,0,0,1,1,0,1111111111,3,1,30aa,0000,8376
42,42,0,0,0,1,0,1,1111111111,3,1,30ab,0000,8376
43,43,0,0,0,1,1,1,1111111111,3,1,30ac,0000,8377
44,44,0,0,0,1,1,0,1111111111,3,1,30ad,0000,8378
45,45,0,0,0,1,0,1,1111111111,3,1,30ae,0000,8378
46,46,0,0,0,1,1,1,1111111111,3,1,30af,0000,8379
47,47,0,0,0,1,1,1,1111111111,3,1,30b0,0000,8380
48,48,0,0,0,1,1,1,1111111111,3,1,30b1,0000,8380
49,49,0,0,0,1,1,1,1111111111,3,1,30b2,0000,8380
50,50,0,0,0,1,1,1,1111111111,0,0,30b3,0000,8380
51,51,0,0,0,1,1,0,1111111111,3,1,30b4,0000,8380
52,52,0,0,0,1,0,1,1111111111,3,1,30b5,0000,8380
53,53,0,0,0,1,1,0,1111111111,3,1,30b6,0000,8381
54,54,0,0,0,1,0,1,1111111111,3,1,30b7,0000,8382
55,55,0,0,0,1,1,1,1111111111,3,1,30b8,0000,8383
56,56,0,0,0,1,1,0,1111111111,3,1,30b9,0000,8384
57,57,0,0,0,1,0,1,1111111111,3,1,30ba,0000,8384
58,58,0,0,0,1,1,1,1111111111,3,1,30bb,0000,8385
59,59,0,0,0,1,1,1,1111111111,3,1,30bc,0000,8386
60,60,0,0,0,1,1,1,1111111111,3,3,30bd,0000,8386
61,61,0,0,0,1,1,0,1111111111,3,1,30be,0000,8386
62,62,0,0,0,1,0,1,1111111111,3,1,30bf,0000,8386
63,63,0,0,0,1,1,0,1111111111,3,1,30c0,0000,8387
64,64,0,0,0,1,0,1,1111111111,3,1,30c1,0000,8388
65,65,0,0,0,1,1,1,1111111111,3,1,30c2,0000,8389
66,66,0,0,0,1,1,0,1111111111,3,1,30c3,0000,8390
67,67,0,0,0,1,0,1,1111111111,3,1,30c4,0000,8390
68,68,0,0,0,1,1,1,1111111111,3,1,30c5,0000,8391
69,69,0,0,0,1,1,1,1111111111,3,1,30c6,0000,8392
70,70,0,0,0,1,1,1,1111111111,0,0,30c7,0000,8392
71,71,0,0,0,1,1,1,1111111111,3,1,30c8,0000,8392
72,72,0,0,0,1,1,0,1111111111,3,1,30c9,0000,8392
73,73,0,0,0,1,0,0,1111111111,3,1,30ca,0000,8392
74,74,0,0,0,1,0,0,1111111111,3,1,30cb,0000,8393
75,75,0,0,0,1,0,1,1111111111,3,1,30cc,0000,8393
76,76,0,0,0,1,1,0,1111111111,3,1,30cd,0000,8393
77,77,0,0,0,1,0,1,1111111111,3,1,30ce,0000,8394
78,78,0,0,0,1,1,0,1111111111,3,1,30cf,0000,8395
79,79,0,0,0,1,0,1,1111111111,3,1,30d0,0000,8396
80,80,0,0,0,1,1,0,1111111111,3,3,30d1,0000,8397
81,81,0,0,0,1,0,0,1111111111,3,1,30d2,0000,8398
82,82,0,0,0,1,0,0,1111111111,3,1,30d3,0000,8399
83,83,0,0,0,1,0,0,1111111111,3,1,30d4,0000,8399
84,84,0,0,0,1,0,0,1111111111,3,1,30d5,0000,8399
85,85,0,0,0,1,0,1,1111111111,3,1,30d6,0000,8399
86,86,0,0,0,1,1,0,1111111111,3,1,30d7,0000,8399
87,87,0,0,0,1,0,1,1111111111,3,1,30d8,0000,8400
88,88,0,0,0,1,1,1,1111111111,3,1,30d9,0000,8401
89,89,0,0,0,1,1,0,1111111111,3,1,30da,0000,8402
90,90,0,0,0,1,0,1,1111111111,0,0,30db,0000,8402
91,91,0,0,0,1,1,1,1111111111,3,1,30dc,0000,8403
92,92,0,0,0,1,1,1,1111111111,3,1,30dd,0000,8404
93,93,0,0,0,1,1,1,1111111111,3,1,30de,0000,8404
94,94,0,0,0,1,1,0,1111111111,3,1,30df,0000,8404
95,95,0,0,0,1,0,1,1111111111,3,1,30e0,0000,8404
96,96,0,0,0,1,1,0,1111111111,3,1,30e1,0000,8405
97,97,0,0,0,1,0,1,1111111111,3,1,30e2,0000,8406
98,98,0,0,0,1,1,0,1111111111,3,1,30e3,0000,8407
99,99,0,0,0,1,0,0,1111111111,3,1,30e4,0000,8408
100,100,0,0,0,1,0,1,1111111111,3,3,30e5,0000,8409
101,101,0,0,0,1,1,0,1111111111,3,1,30e6,0000,8409
102,102,0,0,0,1,0,1,1111111111,3,1,30e7,0000,8410
103,103,0,0,0,1,1,1,1111111111,3,1,30e8,0000,8411
104,104,0,0,0,1,1,1,1111111111,3,1,30e9,0000,8412
105,105,0,0,0,1,1,1,1111111111,3,1,30ea,0000,8412
106,106,0,0,0,1,1,1,1111111111,3,1,30eb,0000,8412
107,107,0,0,0,1,1,0,1111111111,3,1,30ec,0000,8412
108,108,0,0,0,1,0,1,1111111111,3,1,30ed,0000,8412
109,109,0,0,0,1,1,0,1111111111,3,1,30ee,0000,8413
110,110,0,0,0,1,0,1,1111111111,0,0,30ef,0000,8414
111,111,0,0,0,1,1,0,1111111111,3,1,30f0,0000,8415
112,112,0,0,0,1,0,1,1111111111,3,1,30f1,0000,8416
113,113,0,0,0,1,1,1,1111111111,3,1,30f2,0000,8417
114,114,0,0,0,1,1,1,1111111111,3,1,30f3,0000,8418
115,115,0,0,0,1,1,0,1111111111,3,1,30f4,0000,8418
116,116,0,0,0,1,0,0,1111111111,3,1,30f5,0000,8418
117,117,0,0,0,1,0,1,1111111111,3,1,30f6,0000,8419
118,118,0,0,0,1,1,1,1111111111,3,1,30f7,0000,8419
119,119,0,0,0,1,1,1,1111111111,3,1,30f8,0000,8420
120,120,0,0,0,1,1,1,1111111111,3,3,30f9,0000,8420
121,121,0,0,0,1,1,0,1111111111,3,1,30fa,0000,8420
122,122,0,0,0,1,0,1,1111111111,3,1,30fb,0000,8420
123,123,0,0,0,1,1,0,1111111111,3,1,30fc,0000,8421
124,124,0,0,0,1,0,1,1111111111,3,1,30fd,0000,8422
125,125,0,0,0,1,1,1,1111111111,3,1,30fe,0000,8423
126,126,0,0,0,1,1,0,1111111111,3,1,30ff,0000,8424
127,127,0,0,0,1,0,1,1111111111,3,1,3100,0000,8424
128,128,0,0,0,1,1,1,1111111111,3,1,3101,0000,8425
129,129,0,0,0,1,1,1,1111111111,3,1,3102,0000,8426
130,130,0,0,0,1,1,0,1111111111,0,0,3103,0000,8426
131,131,0,0,0,1,0,1,1111111111,3,1,3104,0000,8426
132,132,0,0,0,1,1,0,1111111111,3,1,3105,0000,8427
133,133,0,0,0,1,0,1,1111111111,3,1,3106,0000,8428
134,134,0,0,0,1,1,0,1111111111,3,1,3107,0000,8429
135,135,0,0,0,1,0,1,1111111111,3,1,3108,0000,8430
136,136,0,0,0,1,1,0,1111111111,3,1,3109,0000,8431
137,137,0,0,0,1,0,1,1111111111,3,1,310a,0000,8432
138,138,0,0,0,1,1,0,1111111111,3,1,310b,0000,8433
139,139,0,0,0,1,0,1,1111111111,3,1,310c,0000,8434
140,140,0,0,0,1,1,0,1111111111,3,3,310d,0000,8435
141,141,0,0,0,1,0,0,1111111111,3,1,310e,0000,8436
142,142,0,0,0,1,0,1,1111111111,3,1,310f,0000,8437
143,143,0,0,0,1,1,0,1111111111,3,1,3110,0000,8437
144,144,0,0,0,1,0,1,1111111111,3,1,3111,0000,8438
145,145,0,0,0,1,1,1,1111111111,3,1,3112,0000,8439
146,146,0,0,0,1,1,1,1111111111,3,1,3113,0000,8440
147,147,0,0,0,1,1,0,1111111111,3,1,3114,0000,8440
148,148,0,0,0,1,0,1,1111111111,3,1,3115,0000,8440
149,149,0,0,0,1,1,0,1111111111,3,1,3116,0000,8441
150,150,0,0,0,1,0,1,1111111111,0,0,3117,0000,8442
151,151,0,0,0,1,1,0,1111111111,3,1,3118,0000,8443
152,152,0,0,0,1,0,1,1111111111,3,1,3119,0000,8444
153,153,0,0,0,1,1,1,1111111111,3,1,311a,0000,8445
154,154,0,0,0,1,1,1,1111111111,3,1,311b,0000,8446
155,155,0,0,0,1,1,1,1111111111,3,1,311c,0000,8446
156,156,0,0,0,1,1,0,1111111111,3,1,311d,0000,8446
157,157,0,0,0,1,0,1,1111111111,3,1,311e,0000,8446
158,158,0,0,0,1,1,1,1111111111,3,1,311f,0000,8447
159,159,0,0,0,1,1,0,1111111111,3,1,3120,0000,8448
160,160,0,0,0,1,0,1,1111111111,3,3,3121,0000,8448
161,161,0,0,0,1,1,0,1111111111,3,1,3122,0000,8449
162,162,0,0,0,1,0,1,1111111111,3,1,3123,0000,8450
163,163,0,0,0,1,1,1,1111111111,3,1,3124,0000,8451
164,164,0,0,0,1,1,0,1111111111,3,1,3125,0000,8452
165,165,0,0,0,1,0,1,1111111111,3,1,3126,0000,8452
166,166,0,0,0,1,1,0,1111111111,3,1,3127,0000,8453
167,167,0,0,0,1,0,1,1111111111,3,1,3128,0000,8454
168,168,0,0,0,1,1,0,1111111111,3,1,3129,0000,8455
169,169,0,0,0,1,0,1,1111111111,3,1,312a,0000,8456
170,170,0,0,0,1,1,1,1111111111,0,0,312b,0000,8457
171,171,0,0,0,1,1,0,1111111111,3,1,312c,0000,8458
172,172,0,0,0,1,0,1,1111111111,3,1,312d,0000,8458
173,173,0,0,0,1,1,1,1111111111,3,1,312e,0000,8459
174,174,0,0,0,1,1,1,1111111111,3,1,312f,0000,8460
175,175,0,0,0,1,1,0,1111111111,3,1,3130,0000,8460
176,176,0,0,0,1,0,0,1111111111,3,1,3131,0000,8460
177,177,0,0,0,1,0,0,1111111111,3,1,3132,0000,8461
178,178,0,0,0,1,0,0,1111111111,3,1,3133,0000,8461
179,179,0,0,0,1,0,1,1111111111,3,1,3134,0000,8461
180,180,0,0,0,1,1,1,1111111111,3,3,3135,0000,8461
181,181,0,0,0,1,1,1,1111111111,3,1,3136,0000,8462
182,182,0,0,0,1,1,0,1111111111,3,1,3137,0000,8462
183,183,0,0,0,1,0,1,1111111111,3,1,3138,0000,8462
184,184,0,0,0,1,1,1,1111111111,3,1,3139,0000,8463
185,185,0,0,0,1,1,0,1111111111,3,1,313a,0000,8464
186,186,0,0,0,1,0,1,1111111111,3,1,313b,0000,8464
187,187,0,0,0,1,1,1,1111111111,3,1,313c,0000,8465
188,188,0,0,0,1,1,1,1111111111,3,1,313d,0000,8466
189,189,0,0,0,1,1,1,1111111111,3,1,313e,0000,8466
190,190,0,0,0,1,1,1,1111111111,0,0,313f,0000,8466
191,191,0,0,0,1,1,1,1111111111,3,1,3140,0000,8466
192,192,0,0,0,1,1,0,1111111111,3,1,3141,0000,8466
193,193,0,0,0,1,0,0,1111111111,3,1,3142,0000,8466
194,194,0,0,0,1,0,0,1111111111,3,1,3143,0000,8467
195,195,0,0,0,1,0,1,1111111111,3,1,3144,0000,8467
196,196,0,0,0,1,1,0,1111111111,3,1,3145,0000,8467
197,197,0,0,0,1,0,0,1111111111,3,1,3146,0000,8468
198,198,0,0,0,1,0,1,1111111111,3,1,3147,0000,8469
199,199,0,0,0,1,1,1,1111111111,3,1,3148,0000,8469
200,200,0,0,0,1,1,1,1111111111,3,3,3149,0000,8470
201,201,0,0,0,1,1,0,1111111111,3,1,314a,0000,8470
202,202,0,0,0,1,0,1,1111111111,3,1,314b,0000,8470
203,203,0,0,0,1,1,1,1111111111,3,1,314c,0000,8471
204,204,0,0,0,1,1,1,1111111111,3,1,314d,0000,8472
205,205,0,0,0,1,1,0,1111111111,3,1,314e,0000,8472
206,206,0,0,0,1,0,0,1111111111,3,1,314f,0000,8472
207,207,0,0,0,1,0,0,1111111111,3,1,3150,0000,8473
208,208,0,0,0,1,0,0,1111111111,3,1,3151,0000,8473
209,209,0,0,0,1,0,1,1111111111,3,1,3152,0000,8473
210,210,0,0,0,1,1,0,1111111111,0,0,3153,0000,8473
211,211,0,0,0,1,0,0,1111111111,3,1,3154,0000,8474
212,212,0,0,0,1,0,0,1111111111,3,1,3155,0000,8475
213,213,0,0,0,1,0,0,1111111111,3,1,3156,0000,8475
214,214,0,0,0,1,0,1,1111111111,3,1,3157,0000,8475
215,215,0,0,0,1,1,0,1111111111,3,1,3158,0000,8475
216,216,0,0,0,1,0,0,1111111111,3,1,3159,0000,8476
217,217,0,0,0,1,0,0,1111111111,3,1,315a,0000,8477
218,218,0,0,0,1,0,0,1111111111,3,1,315b,0000,8477
219,219,0,0,0,1,0,1,1111111111,3,1,315c,0000,8477
220,220,0,0,0,1,1,0,1111111111,3,3,315d,0000,8477
221,221,0,0,0,1,0,0,1111111111,3,1,315e,0000,8478
222,222,0,0,0,1,0,0,1111111111,3,1,315f,0000,8479
223,223,0,0,0,1,0,0,1111111111,3,1,3160,0000,8479
224,224,0,0,0,1,0,0,1111111111,3,1,3161,0000,8479
225,225,0,0,0,1,0,1,1111111111,3,1,3162,0000,8479
226,226,0,0,0,1,1,1,1111111111,3,1,3163,0000,8479
227,227,0,0,0,1,1,1,1111111111,3,1,3164,0000,8480
228,228,0,0,0,1,1,1,1111111111,3,1,3165,0000,8480
229,229,0,0,0,1,1,0,1111111111,3,1,3166,0000,8480
230,230,0,0,0,1,0,1,1111111111,0,0,3167,0000,8480
231,231,0,0,0,1,1,0,1111111111,3,1,3168,0000,8481
232,232,0,0,0,1,0,0,1111111111,3,1,3169,0000,8482
233,233,0,0,0,1,0,1,1111111111,3,1,316a,0000,8483
234,234,0,0,0,1,1,0,1111111111,3,1,316b,0000,8483
235,235,0,0,0,1,0,1,1111111111,3,1,316c,0000,8484
236,236,0,0,0,1,1,0,1111111111,3,1,316d,0000,8485
237,237,0,0,0,1,0,1,1111111111,3,1,316e,0000,8486
238,238,0,0,0,1,1,1,1111111111,3,1,316f,0000,8487
239,239,0,0,0,1,1,0,1111111111,3,1,3170,0000,8488
240,240,0,0,0,1,0,1,1111111111,3,3,3171,0000,8488
241,241,0,0,0,1,1,0,1111111111,3,1,3172,0000,8489
242,242,0,0,0,1,0,0,1111111111,3,1,3173,0000,8490
243,243,0,0,0,1,0,1,1111111111,3,1,3174,0000,8491
244,244,0,0,0,1,1,0,1111111111,3,1,3175,0000,8491
245,245,0,0,0,1,0,1,1111111111,3,1,3176,0000,8492
246,246,0,0,0,1,1,0,1111111111,3,1,3177,0000,8493
247,247,0,0,0,1,0,1,1111111111,3,1,3178,0000,8494
248,248,0,0,0,1,1,1,1111111111,3,1,3179,0000,8495
249,249,0,0,0,1,1,0,1111111111,3,1,317a,0000,8496
250,250,0,0,0,1,0,1,1111111111,0,0,317b,0000,8496
251,251,0,0,0,1,1,0,1111111111,3,1,317c,0000,8497
252,252,0,0,0,1,0,1,1111111111,3,1,317d,0000,8498
253,253,0,0,0,1,1,0,1111111111,3,1,317e,0000,8499
254,254,0,0,0,1,0,0,1111111111,3,1,317f,0000,8500
255,255,0,0,0,1,0,1,1111111111,3,1,3180,0000,8501
256,256,0,0,0,1,1,0,1111111111,3,1,3181,0000,8501
257,257,0,0,0,1,0,0,1111111111,3,1,3182,0000,8502
258,258,0,0,0,1,0,1,1111111111,3,1,3183,0000,8503
259,259,0,0,0,1,1,0,1111111111,3,1,3184,0000,8503
260,260,0,0,0,1,0,1,1111111111,3,3,3185,0000,8504
261,261,0,0,0,1,1,0,1111111111,3,1,3186,0000,8505
262,262,0,0,0,1,0,0,1111111111,3,1,3187,0000,8506
263,263,0,0,0,1,0,1,1111111111,3,1,3188,0000,8507
264,264,0,0,0,1,1,0,1111111111,3,1,3189,0000,8507
265,265,0,0,0,1,0,1,1111111111,3,1,318a,0000,8508
266,266,0,0,0,1,1,0,1111111111,3,1,318b,0000,8509
267,267,0,0,0,1,0,1,1111111111,3,1,318c,0000,8510
268,268,0,0,0,1,1,1,1111111111,3,1,318d,0000,8511
269,269,0,0,0,1,1,0,1111111111,3,1,318e,0000,8512
270,270,0,0,0,1,0,1,1111111111,0,0,318f,0000,8512
271,271,0,0,0,1,1,0,1111111111,3,1,3190,0000,8513
272,272,0,0,0,1,0,1,1111111111,3,1,3191,0000,8514
273,273,0,0,0,1,1,1,1111111111,3,1,3192,0000,8515
274,274,0,0,0,1,1,0,1111111111,3,1,3193,0000,8516
275,275,0,0,0,1,0,1,1111111111,3,1,3194,0000,8516
276,276,0,0,0,1,1,0,1111111111,3,1,3195,0000,8517
277,277,0,0,0,1,0,0,1111111111,3,1,3196,0000,8518
278,278,0,0,0,1,0,1,1111111111,3,1,3197,0000,8519
279,279,0,0,0,1,1,1,1111111111,3,1,3198,0000,8519
280,280,0,0,0,1,1,1,1111111111,3,3,3199,0000,8520
281,281,0,0,0,1,1,1,1111111111,3,1,319a,0000,8520
282,282,0,0,0,1,1,1,1111111111,3,1,319b,0000,8520
283,283,0,0,0,1,1,0,1111111111,3,1,319c,0000,8520
284,284,0,0,0,1,0,0,1111111111,3,1,319d,0000,8520
285,285,0,0,0,1,0,1,1111111111,3,1,319e,0000,8521
286,286,0,0,0,1,1,0,1111111111,3,1,319f,0000,8521
287,287,0,0,0,1,0,1,1111111111,3,1,31a0,0000,8522
288,288,0,0,0,1,1,0,1111111111,3,1,31a1,0000,8523
289,289,0,0,0,1,0,0,1111111111,3,1,31a2,0000,8524
290,290,0,0,0,1,0,1,1111111111,0,0,31a3,0000,8525
291,291,0,0,0,1,1,0,1111111111,3,1,31a4,0000,8525
292,292,0,0,0,1,0,1,1111111111,3,1,31a5,0000,8526
293,293,0,0,0,1,1,1,1111111111,3,1,31a6,0000,8527
294,294,0,0,0,1,1,0,1111111111,3,1,31a7,0000,8528
295,295,0,0,0,1,0,1,1111111111,3,1,31a8,0000,8528
296,296,0,0,0,1,1,0,1111111111,3,1,31a9,0000,8529
297,297,0,0,0,1,0,1,1111111111,3,1,31aa,0000,8530
298,298,0,0,0,1,1,1,1111111111,3,1,31ab,0000,8531
299,299,0,0,0,1,1,0,1111111111,3,1,31ac,0000,8532
300,300,0,0,0,1,0,1,1111111111,3,3,31ad,0000,8532
301,301,0,0,0,1,1,0,1111111111,3,1,31ae,0000,8533
302,302,0,0,0,1,0,0,1111111111,3,1,31af,0000,8534
303,303,0,0,0,1,0,1,1111111111,3,1,31b0,0000,8535
304,304,0,0,0,1,1,0,1111111111,3,1,31b1,0000,8535
305,305,0,0,0,1,0,1,1111111111,3,1,31b2,0000,8536
306,306,0,0,0,1,1,0,1111111111,3,1,31b3,0000,8537
307,307,0,0,0,1,0,1,1111111111,3,1,31b4,0000,8538
308,308,0,0,0,1,1,1,1111111111,3,1,31b5,0000,8539
309,309,0,0,0,1,1,0,1111111111,3,1,31b6,0000,8540
310,310,0,0,0,1,0,1,1111111111,0,0,31b7,0000,8540
311,311,0,0,0,1,1,0,1111111111,3,1,31b8,0000,8541
312,312,0,0,0,1,0,1,1111111111,3,1,31b9,0000,8542
313,313,0,0,0,1,1,0,1111111111,3,1,31ba,0000,8543
314,314,0,0,0,1,0,0,1111111111,3,1,31bb,0000,8544
315,315,0,0,0,1,0,1,1111111111,3,1,31bc,0000,8545
316,316,0,0,0,1,1,0,1111111111,3,1,31bd,0000,8545
317,317,0,0,0,1,0,0,1111111111,3,1,31be,0000,8546
318,318,0,0,0,1,0,1,1111111111,3,1,31bf,0000,8547
319,319,0,0,0,1,1,0,1111111111,3,1,31c0,0000,8547
320,320,0,0,0,1,0,1,1111111111,3,3,31c1,0000,8548
321,321,0,0,0,1,1,0,1111111111,3,1,31c2,0000,8549
322,322,0,0,0,1,0,1,1111111111,3,1,31c3,0000,8550
323,323,0,0,0,1,1,0,1111111111,3,1,31c4,0000,8551
324,324,0,0,0,1,0,0,1111111111,3,1,31c5,0000,8552
325,325,0,0,0,1,0,1,1111111111,3,1,31c6,0000,8553
326,326,0,0,0,1,1,0,1111111111,3,1,31c7,0000,8553
327,327,0,0,0,1,0,1,1111111111,3,1,31c8,0000,8554
328,328,0,0,0,1,1,1,1111111111,3,1,31c9,0000,8555
329,329,0,0,0,1,1,0,1111111111,3,1,31ca,0000,8556
330,330,0,0,0,1,0,1,1111111111,0,0,31cb,0000,8556
331,331,0,0,0,1,1,0,1111111111,3,1,31cc,0000,8557
332,332,0,0,0,1,0,1,1111111111,3,1,31cd,0000,8558
333,333,0,0,0,1,1,0,1111111111,3,1,31ce,0000,8559
334,334,0,0,0,1,0,0,1111111111,3,1,31cf,0000,8560
335,335,0,0,0,1,0,1,1111111111,3,1,31d0,0000,8561
336,336,0,0,0,1,1,0,1111111111,3,1,31d1,0000,8561
337,337,0,0,0,1,0,0,1111111111,3,1,31d2,0000,8562
338,338,0,0,0,1,0,1,1111111111,3,1,31d3,0000,8563
339,339,0,0,0,1,1,0,1111111111,3,1,31d4,0000,8563
340,340,0,0,0,1,0,1,1111111111,3,3,31d5,0000,8564
341,341,0,0,0,1,1,0,1111111111,3,1,31d6,0000,8565
342,342,0,0,0,1,0,1,1111111111,3,1,31d7,0000,8566
343,343,0,0,0,1,1,1,1111111111,3,1,31d8,0000,8567
344,344,0,0,0,1,1,0,1111111111,3,1,31d9,0000,8568
345,345,0,0,0,1,0,1,1111111111,3,1,31da,0000,8568
346,346,0,0,0,1,1,0,1111111111,3,1,31db,0000,8569
347,347,0,0,0,1,0,1,1111111111,3,1,31dc,0000,8570
348,348,0,0,0,1,1,1,1111111111,3,1,31dd,0000,8571
349,349,0,0,0,1,1,0,1111111111,3,1,31de,0000,8572
350,350,0,0,0,1,0,1,1111111111,0,0,31df,0000,8572
351,351,0,0,0,1,1,0,1111111111,3,1,31e0,0000,8573
352,352,0,0,0,1,0,0,1111111111,3,1,31e1,0000,8574
353,353,0,0,0,1,0,1,1111111111,3,1,31e2,0000,8575
354,354,0,0,0,1,1,1,1111111111,3,1,31e3,0000,8575
355,355,0,0,0,1,1,1,1111111111,3,1,31e4,0000,8576
356,356,0,0,0,1,1,1,1111111111,3,1,31e5,0000,8576
357,357,0,0,0,1,1,1,1111111111,3,1,31e6,0000,8576
358,358,0,0,0,1,1,0,1111111111,3,1,31e7,0000,8576
359,359,0,0,0,1,0,1,1111111111,3,1,31e8,0000,8576
360,360,0,0,0,1,1,1,1111111111,3,3,31e9,0000,8577
361,361,0,0,0,1,1,1,1111111111,3,1,31ea,0000,8578
362,362,0,0,0,1,1,1,1111111111,3,1,31eb,0000,8578
363,363,0,0,0,1,1,0,1111111111,3,1,31ec,0000,8578
364,364,0,0,0,1,0,1,1111111111,3,1,31ed,0000,8578
365,365,0,0,0,1,1,1,1111111111,3,1,31ee,0000,8579
366,366,0,0,0,1,1,1,1111111111,3,1,31ef,0000,8580
367,367,0,0,0,1,1,1,1111111111,3,1,31f0,0000,8580
368,368,0,0,0,1,1,0,1111111111,3,1,31f1,0000,8580
369,369,0,0,0,1,0,1,1111111111,3,1,31f2,0000,8580
370,370,0,0,0,1,1,1,1111111111,0,0,31f3,0000,8581
371,371,0,0,0,1,1,1,1111111111,3,1,31f4,0000,8582
372,372,0,0,0,1,1,1,1111111111,3,1,31f5,0000,8582
373,373,0,0,0,1,1,0,1111111111,3,1,31f6,0000,8582
374,374,0,0,0,1,0,0,1111111111,3,1,31f7,0000,8582
375,375,0,0,0,1,0,1,1111111111,3,1,31f8,0000,8583
376,376,0,0,0,1,1,0,1111111111,3,1,31f9,0000,8583
377,377,0,0,0,1,0,1,1111111111,3,1,31fa,0000,8584
378,378,0,0,0,1,1,1,1111111111,3,1,31fb,0000,8585
379,379,0,0,0,1,1,0,1111111111,3,1,31fc,0000,8586
380,380,0,0,0,1,0,1,1111111111,3,3,31fd,0000,8586
381,381,0,0,0,1,1,0,1111111111,3,1,31fe,0000,8587
382,382,0,0,0,1,0,0,1111111111,3,1,31ff,0000,8588
383,383,0,0,0,1,0,1,1111111111,3,1,3200,0000,8589
384,384,0,0,0,1,1,0,1111111111,3,1,3201,0000,8589
385,385,0,0,0,1,0,1,1111111111,3,1,3202,0000,8590
386,386,0,0,0,1,1,0,1111111111,3,1,3203,0000,8591
387,387,0,0,0,1,0,1,1111111111,3,1,3204,0000,8592
388,388,0,0,0,1,1,0,1111111111,3,1,3205,0000,8593
389,389,0,0,0,1,0,0,1111111111,3,1,3206,0000,8594
390,390,0,0,0,1,0,1,1111111111,0,0,3207,0000,8595
391,391,0,0,0,1,1,0,1111111111,3,1,3208,0000,8595
392,392,0,0,0,1,0,1,1111111111,3,1,3209,0000,8596
393,393,0,0,0,1,1,1,1111111111,3,1,320a,0000,8597
394,394,0,0,0,1,1,0,1111111111,3,1,320b,0000,8598
395,395,0,0,0,1,0,1,1111111111,3,1,320c,0000,8598
396,396,0,0,0,1,1,0,1111111111,3,1,320d,0000,8599
397,397,0,0,0,1,0,0,1111111111,3,1,320e,0000,8600
398,398,0,0,0,1,0,1,1111111111,3,1,320f,0000,8601
399,399,0,0,0,1,1,0,1111111111,3,1,3210,0000,8601
